"ain","address","useType","taxStatus","yearBuilt","beds","baths","bldg","lot","assessed","lastBuyRec","lastBuyPrice","hasFcHist"
"8448-041-020","2050 CALLE LEANDRO, SAN DIMAS CA 91773-3902","Single Family Residence","CURRENT","1987","4","3","2800","8664","476346","01/05/1988","244000","False"
"8448-041-021","2058 CALLE LEANDRO, SAN DIMAS CA 91773-3902","Single Family Residence","CURRENT","1987","3","2","1866","9025","1249500","11/01/2024","1225000","False"
"8448-041-022","2051 CALLE TOMAS, SAN DIMAS CA 91773-3929","Single Family Residence","CURRENT","1987","4","3","2532","10278","447466",,,"False"
"8448-041-023","2043 CALLE TOMAS, SAN DIMAS CA 91773-3929","Single Family Residence","CURRENT","1987","4","3","2800","8370","1000418","11/30/2017","862000","False"
"8448-041-024","2035 CALLE TOMAS, SAN DIMAS CA 91773-3929","Single Family Residence","CURRENT","1987","4","3","2560","8203","418564",,,"False"
"8448-041-025","2027 CALLE TOMAS, SAN DIMAS CA 91773-3929","Single Family Residence","CURRENT","1987","4","3","2800","12892","1429781","06/08/2021","1295012","False"
"8448-041-026","2038 CALLE TOMAS, SAN DIMAS CA 91773-3930","Single Family Residence","CURRENT","1987","4","3","2560","11727","1273980","05/01/2025","1249000","False"
"8448-041-027","2046 CALLE TOMAS, SAN DIMAS CA 91773-3930","Single Family Residence","CURRENT","1987","4","3","2652","10373","1048873","09/25/2020","950009","False"
"8448-041-028","2052 CALLE TOMAS, SAN DIMAS CA 91773-3930","Single Family Residence","CURRENT","1987","3","3","2081","8769","554825",,,"False"
"8448-041-029","935 PUENTE AVE, SAN DIMAS CA 91773-3938","Single Family Residence","CURRENT","1987","3","3","2081","13187","882625","08/29/2014","720007","False"
"8448-041-030","927 PUENTE AVE, SAN DIMAS CA 91773-3938","Single Family Residence","CURRENT","1987","4","3","2800","17422","1109903","04/07/2009","845008","False"
"8448-041-031","902 VIA AMADEO, SAN DIMAS CA 91773-3932","Single Family Residence","CURRENT","1987","3","3","2081","11836","1175000","10/31/2025","1175000","False"
"8448-041-032","908 VIA AMADEO, SAN DIMAS CA 91773-3932","Single Family Residence","CURRENT","1987","4","3","2560","9476","881717","08/20/2003","608000","False"
"8448-041-033","914 VIA AMADEO, SAN DIMAS CA 91773-3932","Single Family Residence","CURRENT","1987","4","3","2800","8248","1116904","06/30/2016","925009","False"
"8448-041-034","920 VIA AMADEO, SAN DIMAS CA 91773-3932","Single Family Residence","CURRENT","1987","4","3","2560","8634","634845","08/10/1994","360000","False"
"8448-041-035","926 VIA AMADEO, SAN DIMAS CA 91773-3932","Single Family Residence","CURRENT","1987","3","3","2081","8910","1125816","10/23/2020","830008","False"
"8448-041-036","932 VIA AMADEO, SAN DIMAS CA 91773-3932","Single Family Residence","CURRENT","1987","4","3","2800","8522","862894","05/17/2013","687006","False"
"8448-041-037","938 VIA AMADEO, SAN DIMAS CA 91773-3932","Single Family Residence","CURRENT","1987","4","3","2532","8593","1182079","03/05/2007","865008","False"
"8448-041-038","944 VIA AMADEO, SAN DIMAS CA 91773-3932","Single Family Residence","CURRENT","1987","3","3","2081","9093","418342","02/19/1987","205002","False"
"8448-041-039","950 VIA AMADEO, SAN DIMAS CA 91773-3932","Single Family Residence","CURRENT","1987","4","3","2800","10655","1156714","12/02/2022","1090010","False"
"8448-041-040","943 VIA AMADEO, SAN DIMAS CA 91773-3931","Single Family Residence","CURRENT","1987","3","3","2081","10250","366188","03/20/1987","184001","False"
"8448-041-041","937 VIA AMADEO, SAN DIMAS CA 91773-3931","Single Family Residence","CURRENT","1987","4","3","2532","8264","392268","02/26/1987","197501","False"
"8448-041-042","931 VIA AMADEO, SAN DIMAS CA 91773-3931","Single Family Residence","CURRENT","1987","4","3","2750","9681","554752",,,"False"
"8448-041-043","925 VIA AMADEO, SAN DIMAS CA 91773-3931","Single Family Residence","CURRENT","1987","4","3","2800","9808","443759",,,"False"
"8448-041-044","919 VIA AMADEO, SAN DIMAS CA 91773-3931","Single Family Residence","CURRENT","1987","4","3","2532","9562","1185367","08/31/2021","1020000","False"
"8448-041-045","851 VIA GREGORIO, SAN DIMAS CA 91773-3933","Single Family Residence","CURRENT","1987","4","3","2800","14927","614643","03/11/1997","370003","False"
"8448-041-046","845 VIA GREGORIO, SAN DIMAS CA 91773-3933","Single Family Residence","CURRENT","1987","4","3","2560","8901","461348","03/24/1987","216502","False"
"8448-041-047","839 VIA GREGORIO, SAN DIMAS CA 91773-3933","Single Family Residence","CURRENT","1987","4","3","2800","9407","756468","07/31/2013","605006","False"
"8448-041-048","833 VIA GREGORIO, SAN DIMAS CA 91773-3933","Single Family Residence","CURRENT","1987","3","3","2081","9627","665695","02/22/2013","530005","False"
"8448-041-049","856 AVENIDA BERNARDO, SAN DIMAS CA 91773-3937","Single Family Residence","CURRENT","1987","4","3","2560","8209","1293978","05/19/2021","1172011","False"
"8448-041-050","862 AVENIDA BERNARDO, SAN DIMAS CA 91773-3937","Single Family Residence","CURRENT","1987","3","2","1866","8183","799056","03/24/2026","808000","False"
"8448-041-051","942 PUENTE AVE, SAN DIMAS CA 91773-3921","Single Family Residence","CURRENT","1987","3","3","2081","8785","1085841","09/28/2005","779007","False"
"8448-041-052","948 PUENTE AVE, SAN DIMAS CA 91773-3921","Single Family Residence","CURRENT","1987","4","3","2560","11149","1378529",,,"False"
"8448-041-053","954 PUENTE AVE, SAN DIMAS CA 91773-3921","Single Family Residence","CURRENT","1987","4","3","2532","10045","704633","04/17/2012","550005","False"
"8448-041-054",",","Other Property Type","CURRENT",,,,,,"0",,,"False"
"8448-041-055",",","Other Property Type","CURRENT",,,,,,"0",,,"False"
"8448-041-056",",","Vacant Land","CURRENT",,,,,"49862","9",,,"False"
"8448-042-020","829 VIA AMADEO, SAN DIMAS CA 91773-3985","Single Family Residence","CURRENT","1987","4","3","2820","10535","705456","10/20/1999","450004","False"
"8448-042-021","823 VIA AMADEO, SAN DIMAS CA 91773-3985","Single Family Residence","CURRENT","1986","4","3","2494","10362","1284574","08/31/2006","940009","False"
"8448-042-022","817 VIA AMADEO, SAN DIMAS CA 91773-3985","Single Family Residence","CURRENT","1986","4","3","2820","10264","570451","07/01/1987","239500","False"
"8448-042-023","811 VIA AMADEO, SAN DIMAS CA 91773-3985","Single Family Residence","CURRENT","1986","4","3","2494","9072","915347","07/19/2017","789007","False"
"8448-042-024","807 VIA AMADEO, SAN DIMAS CA 91773-3985","Single Family Residence","CURRENT","1986","4","3","2820","11277","485944","06/26/1987","223002","False"
"8448-042-025","806 VIA AMADEO, SAN DIMAS CA 91773-3984","Single Family Residence","CURRENT","1986","3","3","2081","9098","870432","01/23/2018","750007","False"
"8448-042-026","818 VIA AMADEO, SAN DIMAS CA 91773-3984","Single Family Residence","CURRENT","1986","4","3","2560","10626","656852","03/14/2000","419000","False"
"8448-042-027","824 VIA AMADEO, SAN DIMAS CA 91773-3984","Single Family Residence","CURRENT","1986","4","3","2820","10188","707317","05/13/1993","400000","False"
"8448-042-028","830 VIA AMADEO, SAN DIMAS CA 91773-3984","Single Family Residence","CURRENT","1986","4","3","2560","9484","571018","07/27/1995","337003","False"
"8448-042-029","836 VIA AMADEO, SAN DIMAS CA 91773-3984","Single Family Residence","CURRENT","1986","4","3","2494","9268","416366","06/25/1987","209500","False"
"8448-042-030","855 AVENIDA BERNARDO, SAN DIMAS CA 91773-3953","Single Family Residence","CURRENT","1986","3","3","2081","8420","1218900","06/19/1987","187000","False"
"8448-042-031","849 AVENIDA BERNARDO, SAN DIMAS CA 91773-3953","Single Family Residence","CURRENT","1986","4","3","2494","7290","980537","07/25/2019","879000","False"
"8448-042-032","843 AVENIDA BERNARDO, SAN DIMAS CA 91773-3953","Single Family Residence","CURRENT","1986","4","3","2560","8802","568791","03/31/1995","130000","False"
"8448-042-033","837 AVENIDA BERNARDO, SAN DIMAS CA 91773-3953","Single Family Residence","CURRENT","1986","4","3","2820","10550","803134","07/08/2009","610006","True"
"8448-042-034","831 AVENIDA BERNARDO, SAN DIMAS CA 91773-3953","Single Family Residence","CURRENT","1986","4","3","2560","9626","468624","06/26/1987","219000","False"
"8448-042-035","825 AVENIDA BERNARDO, SAN DIMAS CA 91773-3953","Single Family Residence","CURRENT","1986","3","3","2081","7080","840824","04/27/2015","686006","False"
"8448-042-036","819 AVENIDA BERNARDO, SAN DIMAS CA 91773-3953","Single Family Residence","CURRENT","1986","3","2","1928","8449","557356","08/03/2001","370000","False"
"8448-042-037","2051 CALLE RAFAEL, SAN DIMAS CA 91773-3972","Single Family Residence","CURRENT","1987","3","2","2081","8092","390238","07/07/1987","200000","False"
"8448-042-038","2043 CALLE RAFAEL, SAN DIMAS CA 91773-3972","Single Family Residence","CURRENT","1986","4","3","2560","7681","720646","03/30/2012","562505","False"
"8448-042-039","2035 CALLE RAFAEL, SAN DIMAS CA 91773-3972","Single Family Residence","CURRENT","1987","4","3","2820","11126","1089802","11/20/2014","889008","False"
"8448-042-040","2036 CALLE RAFAEL, SAN DIMAS CA 91773-3971","Single Family Residence","CURRENT","1987","3","2","2081","10242","364865","07/23/1987","187000","False"
"8448-042-041","2044 CALLE RAFAEL, SAN DIMAS CA 91773-3971","Single Family Residence","CURRENT","1987","4","3","2494","8133","403450","07/27/1987","200002","False"
"8448-042-042","2052 CALLE RAFAEL, SAN DIMAS CA 91773-3971","Single Family Residence","CURRENT","1987","4","3","2560","8817","459796","07/09/1987","211000","False"
"8448-042-043","2060 CALLE RAFAEL, SAN DIMAS CA 91773-3971","Single Family Residence","CURRENT","1987","3","2","1928","8977","342019","07/29/1987","175500","False"
"8448-042-044","801 AVENIDA BERNARDO, SAN DIMAS CA 91773-3953","Single Family Residence","CURRENT","1987","4","3","2800","12184","723265","09/21/2001","480004","False"
"8448-042-045","745 AVENIDA BERNARDO, SAN DIMAS CA 91773-3983","Single Family Residence","CURRENT","1987","4","3","2532","9587","685388","07/12/1991","380003","False"
"8448-042-046","739 AVENIDA BERNARDO, SAN DIMAS CA 91773-3983","Single Family Residence","CURRENT","1987","4","3","2800","8643","1244794","08/10/2021","1150000","False"
"8448-042-047","733 AVENIDA BERNARDO, SAN DIMAS CA 91773-3983","Single Family Residence","CURRENT","1987","4","3","2560","8431","506780","10/29/1987","256502","False"
"8448-042-048","727 AVENIDA BERNARDO, SAN DIMAS CA 91773-3983","Single Family Residence","CURRENT","1987","4","3","2800","8759","577674","10/30/1987","272002","False"
"8448-042-049","721 AVENIDA BERNARDO, SAN DIMAS CA 91773-3983","Single Family Residence","CURRENT","1987","4","3","2532","8196","713072",,,"False"
"8448-042-050","715 AVENIDA BERNARDO, SAN DIMAS CA 91773-3983","Single Family Residence","CURRENT","1987","4","3","2800","8063","543304","10/26/1987","272000","False"
"8448-042-051","709 AVENIDA BERNARDO, SAN DIMAS CA 91773-3983","Single Family Residence","CURRENT","1987","4","3","2560","8177","561943","09/15/1987","260500","False"
"8448-042-052","703 AVENIDA BERNARDO, SAN DIMAS CA 91773-3983","Single Family Residence","CURRENT","1987","4","3","2800","8775","1046796","05/16/2019","920009","True"
"8448-042-053",",","Vacant Land","CURRENT",,,,,"89135","9","06/12/1987","5000","False"
"8448-042-054",",","Vacant Land","CURRENT",,,,,"11508","9","06/12/1987","5000","False"
"8448-042-055",",","Vacant Land","CURRENT",,,,,"5308","9","06/12/1987","5000","False"
"8448-042-056",",","Vacant Land","CURRENT",,,,,"16969","9","06/12/1987","5000","False"
"8448-045-001","2307 S SAN DIMAS AVE, SAN DIMAS CA 91773-3923","Single Family Residence","CURRENT","1987","5","4","3783","17632","945403","01/30/1989","430004","False"
"8448-045-002","204 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","2","2277","10355","1078220","03/02/2007","789000","False"
"8448-045-003","210 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","2830","8907","509712","02/23/1988","241002","False"
"8448-045-004","216 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","2590","11765","596429","07/09/1998","373003","False"
"8448-045-005","260 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","4","2852","11322","975782","01/08/2015","765007","False"
"8448-045-006","261 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","2590","8328","920315","10/09/2009","699006","False"
"8448-045-007","245 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","3265","10807","1089623","04/29/2011","675000","False"
"8448-045-008","239 AVENIDA MELISENDA, SAN DIMAS","Vacant Land","CURRENT",,,,,,"0",,,"False"
"8448-045-009","233 AVENIDA MELISENDA, SAN DIMAS","Vacant Land","CURRENT",,,,,,"0",,,"False"
"8448-045-010","227 AVENIDA MELISENDA, SAN DIMAS","Single Family Residence","CURRENT",,,,,,"0",,,"False"
"8448-045-011","221 AVENIDA MELISENDA, SAN DIMAS","Single Family Residence","CURRENT",,,,,,"0",,,"False"
"8448-045-012","215 AVENIDA MELISENDA, SAN DIMAS","Single Family Residence","CURRENT",,,,,,"0",,,"False"
"8448-045-013","209 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","2590","7772","1186469","11/01/2019","906009","False"
"8448-045-014","203 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","2646","7656","1062568","01/26/2016","880008","False"
"8448-045-015","2267 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1988","4","3","2646","11002","543205","11/07/1988","245000","False"
"8448-045-016","2261 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1988","4","3","2590","11890","697612","05/02/2000","445000","False"
"8448-045-017","2255 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1988","4","3","2646","12877","650102","06/08/1994","88182","False"
"8448-045-018","2249 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1988","4","3","2590","12648","531276","11/08/1988","255000","False"
"8448-045-019","2243 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1988","4","3","2646","9891","594829","05/28/1999","372003","False"
"8448-045-020","2237 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1988","4","3","2830","19505","1324202","08/30/2005","950000","False"
"8448-045-021","2231 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1986","4","3","2590","13923","1542465","12/29/2021","1425014","False"
"8448-045-022","2242 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1986","4","3","2830","17113","1109417","10/20/2014","905009","False"
"8448-045-023","2248 PASEO JACINTA, SAN DIMAS CA","Single Family Residence","CURRENT",,,,,,"0",,,"False"
"8448-045-024","2254 PASEO JACINTA, SAN DIMAS CA","Single Family Residence","CURRENT",,,,,,"0",,,"False"
"8448-045-025","2260 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1988","4","3","2590","7694","1040994","07/13/2018","915009","False"
"8448-045-026","2266 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1988","4","3","2646","7350","545493","11/16/1988","285002","False"
"8448-045-027",",","Vacant Land","CURRENT",,,,,,"0",,,"False"
"8448-045-028",",","Vacant Land","CURRENT",,,,,,"0",,,"False"
"8448-045-029","215 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","2646","7717","561484","06/25/1997","338000","False"
"8448-045-030","227 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","2646","7248","508148","03/11/1988","243002","False"
"8448-045-031","221 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","2830","8568","1093249","11/01/2006","800008","False"
"8448-045-032",",","Vacant Land","CURRENT",,,,,,"0",,,"False"
"8448-045-033","239 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","2830","7542","623449",,,"False"
"8448-045-034",",","Single Family Residence","CURRENT",,,,,,"0",,,"False"
"8448-045-035",",","Single Family Residence","CURRENT",,,,,,"0","09/27/1988","310003","False"
"8448-045-036",",","Single Family Residence","CURRENT",,,,,,"0",,,"False"
"8448-045-037",",","Single Family Residence","CURRENT",,,,,,"0",,,"False"
"8448-045-038","233 AVENIDA MELISENDA, SAN DIMAS CA 91773-3952","Single Family Residence","CURRENT","1987","4","3","2590","7322","1050494","01/27/2016","870008","False"
"8448-045-039","2248 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1986","4","3","2646","8523","1363862","10/13/2021","1260000","False"
"8448-045-040","2254 PASEO JACINTA, SAN DIMAS CA 91773-3975","Single Family Residence","CURRENT","1986","4","2","2277","7837","550088","08/04/1999","350003","False"
"8448-048-001",",","Vacant Land","CURRENT",,,,,,"0",,,"False"
"8448-048-002",",","Vacant Land","CURRENT",,,,,,"0",,,"False"
"8448-048-003","153 VIA CATARINA, SAN DIMAS CA 91773-3958","Single Family Residence","CURRENT","1988","3","3","1620","10875","421893","09/07/2001","280002","False"
"8448-048-004","159 VIA CATARINA, SAN DIMAS CA 91773-3958","Single Family Residence","CURRENT","1988","3","3","1620","8721","326865","04/28/1988","165000","False"
"8448-048-005","165 VIA CATARINA, SAN DIMAS CA 91773-3958","Single Family Residence","CURRENT","1988","3","3","1767","5394","800997","01/03/2022","740007","False"
"8448-048-006","171 VIA CATARINA, SAN DIMAS CA 91773-3958","Single Family Residence","CURRENT","1988","3","3","1703","7616","300659","05/29/1997","90091","False"
"8448-048-015","250 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1987","4","3","1703","5638","357606",,,"False"
"8448-048-016","256 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1987","4","3","1703","5572","643581","04/16/2015","525005","False"
"8448-048-017","262 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1987","3","3","1649","5682","412097","12/20/2001","274000","False"
"8448-048-018","268 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1987","4","3","1703","6414","957576","10/22/2024","939000","False"
"8448-048-019","274 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1987","3","3","1548","7601","635839","12/16/2019","570005","False"
"8448-048-020","280 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1987","3","3","1649","9327","645161","02/15/2017","545005","False"
"8448-048-021","273 VIA CATARINA, SAN DIMAS CA 91773-0000","Single Family Residence","CURRENT",,,,,,"0",,,"False"
"8448-048-022","255 VIA CATARINA, SAN DIMAS CA 91773-0000","Single Family Residence","CURRENT",,,,,,"0",,,"False"
"8448-048-023","204 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","3","3","1767","11921","352076",,,"False"
"8448-048-024","210 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","3","3","1824","6980","893004","12/14/2021","825008","True"
"8448-048-025","216 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","3","3","1767","7385","536525","11/15/2002","350003","False"
"8448-048-026","222 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","3","3","1767","7382","587075","04/01/2010","446000","True"
"8448-048-027","228 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","2","2","1404","7048","313447",,,"False"
"8448-048-028","234 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","3","3","1767","6181","841906","11/28/2005","604000","False"
"8448-048-029","240 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1987","3","3","1548","5598","898416","03/09/2022","830008","False"
"8448-048-030","246 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","3","3","1499","7298","326652","09/18/1997","195000","False"
"8448-048-031",",","Vacant Land","CURRENT",,,,,,"0",,,"False"
"8448-048-032",",","Vacant Land","CURRENT",,,,,,"0",,,"False"
"8448-048-033","209 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","3","3","1767","5793","790171","09/14/2021","730007","False"
"8448-048-034","203 CALLE SOLANA, SAN DIMAS CA 91773-3954","Single Family Residence","CURRENT","1988","3","3","1767","9500","531799","09/24/1997","191000","False"
"8448-048-035",",","Vacant Land","CURRENT",,,,,"853102","9",,,"False"
"8448-048-036","202 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1988","2","2","1404","16823","646877","11/18/2020","586005","False"
"8448-048-037","208 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1988","2","2","1404","9028","650486","09/02/2016","549505","False"
"8448-048-038","214 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1988","3","3","1767","8899","463771",,,"False"
"8448-048-039","220 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1988","3","3","1499","9239","363688","11/15/1999","232002","False"
"8448-048-040","226 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1988","3","3","1767","9150","517029","05/23/2003","350003","False"
"8448-048-041","232 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1988","3","3","1767","7711","627701","12/30/2013","535005","True"
"8448-048-042","238 VIA CATARINA, SAN DIMAS CA 91773-3959","Single Family Residence","CURRENT","1988","3","3","1767","7271","997639","12/22/2009","433004","False"
